,links,titulos
50,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/02/ciro-diz-que-wagner-pode-ser-mal-entendido-por-cogitar-pt-como-vice.htm, Eleições 2018 terão 30 mil urnas com voto impresso; veja a distribuição 
51,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911775&t=partido-novo-anuncia-que-bernardinho-nao-vai-disputar-as-eleicoes,do UOL
52,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911741&t=marina-silva-enfrenta-dificuldades-para-encontrar-aliados, Maia defende unificação das polícias e critica intervenção no Rio 
53,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/02/marina-silva-nao-empolga-antigos-aliados.htm,Estadão Conteúdo
54,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/01/de-incognita-a-outsider-partidos-de-esquerda-se-dividem-sobre-barbosa.htm, Cristovam Buarque vai formular plano de governo para Alckmin 
55,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/01/wagner-nao-descarta-pt-na-vice-de-ciro-e-ve-hora-de-ceder-precedencia.htm,Estadão Conteúdo - Política
56,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2018/05/01/boulos-diz-lamentar-uso-politico-de-desabamento-e-diz-que-ocupacao-nao-era-do-mtst.htm, Candidatas-laranja são usadas por partidos para cumprir cota eleitoral 
57,https://economia.uol.com.br/noticias/estadao-conteudo/2018/05/01/presidenciaveis-divergem-sobre-reforma-trabalhista-em-ato-da-forca-sindical.htm,DW
58,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/05/01/desabamento-em-sp-mobiliza-politicos-e-ajuda-a-esvaziar-evento-da-forca-sindical.htm, PT começa a discutir amanhã em Curitiba plano de governo de Lula 
59,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/01/doria-diz-que-franca-nao-representa-legado-do-psdb-e-de-alckmin.htm,Band
60,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/01/nao-temos-plano-b-c-x-y-ou-z-diz-jacques-wagner-sobre-lula.htm, Ciro diz que Wagner pode ser mal entendido por cogitar PT como vice 
61,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/01/mdb-e-psdb-devem-ser-adversarios-em-ao-menos-16-estados.htm,Estadão Conteúdo - Política
62,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/01/bolsonaro-rejeita-uso-do-fundo-eleitoral-na-campanha.htm, Partido Novo anuncia que Bernardinho não vai disputar as eleições 
63,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911589&t=jair-bolsonaro-rejeita-uso-do-fundo-eleitoral,Band
64,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/01/com-22-pre-candidatos-a-presidente-eleicao-pode-igualar-recorde-de-1989.htm, Marina Silva enfrenta dificuldades para encontrar aliados 
65,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/30/defesa-pede-que-lula-recorra-de-condenacao-do-triplex-em-liberdade.htm,Band
66,https://www1.folha.uol.com.br/poder/2018/04/menino-do-lula-josue-alencar-e-disputado-pela-esquerda-e-pela-direita.shtml, Marina Silva não empolga antigos aliados 
67,https://www1.folha.uol.com.br/poder/2018/04/fora-do-palco-oficial-bolsonaro-disputa-publico-em-feira-de-agronegocio.shtml,Estadão Conteúdo - Política
68,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911515&t=governador-de-ma-age-para-atrair-apoio-de-evangelicos," De ""incógnita"" a ""outsider"", partidos de esquerda se dividem sobre Barbosa "
69,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/bbc/2018/04/30/a-trajetoria-do-psb-partido-que-quer-lancar-joaquim-barbosa-a-presidencia.htm,do UOL
70,https://www1.folha.uol.com.br/poder/2018/04/menino-do-lula-josue-alencar-e-disputado-pela-esquerda-e-pela-direita.shtml," 'Menino do Lula', Josué Alencar é disputado pela esquerda e pela direita "
71,https://www1.folha.uol.com.br/poder/2018/04/fora-do-palco-oficial-bolsonaro-disputa-publico-em-feira-de-agronegocio.shtml,Folha.com - Brasil
72,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911515&t=governador-de-ma-age-para-atrair-apoio-de-evangelicos," Fora do palco oficial, Bolsonaro disputa público em feira de agronegócio "
73,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/bbc/2018/04/30/a-trajetoria-do-psb-partido-que-quer-lancar-joaquim-barbosa-a-presidencia.htm,Folha.com - Brasil
74,http://congressoemfoco.uol.com.br/opiniao/a-experiencia-comparada-e-o-futuro-da-saude-no-brasil/, Governador de MA age para atrair apoio de evangélicos 
75,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/30/dino-age-para-atrair-apoio-de-evangelicos.htm,Band
76,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/30/sarney-volta-ao-maranhao-e-tenta-retomar-o-poder.htm," A trajetória do PSB, partido que quer lançar Joaquim Barbosa à Presidência "
77,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/30/candidatura-de-dilma-ao-senado-e-impeachment-ampliam-racha-entre-pt-e-mdb-em-mg.htm,BBC Brasil
78,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/30/partido-de-franca-psb-e-o-que-mais-cresceu-na-alesp-desde-2015.htm, A experiência comparada e o futuro da saúde no Brasil 
79,http://painel.blogfolha.uol.com.br/?p=22302,Congresso em Foco
80,https://www1.folha.uol.com.br/poder/2018/04/para-evitar-fuga-de-apoiadores-aliados-divulgam-ideias-de-joaquim-barbosa.shtml, Dino age para atrair apoio de evangélicos e ser reeleito ao mandato 
81,https://www1.folha.uol.com.br/poder/2018/04/com-avaliacao-negativa-congresso-mantem-aposta-em-politicos-tradicionais.shtml,Estadão Conteúdo - Política
82,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/29/tse-comeca-a-cadastrar-empresas-para-realizar-vaquinhas-virtuais.htm, José Sarney volta ao Maranhão e tenta retomar o poder 
83,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/29/fiscal-se-resolve-com-a-volta-do-crescimento.htm,Estadão Conteúdo - Política
84,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/29/o-estatismo-nao-levou-a-lugar-nenhum-o-modelo-fracassou-diz-bispo.htm, Candidatura de Dilma ao Senado e impeachment ampliam racha entre PT e MDB em MG 
85,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/29/pre-campanha-de-bolsonaro-intensifica-aproximacao-com-evangelicos.htm,UOL Notícias - Política
86,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/29/presidenciaveis-liberais-fazem-investida-por-eleitorado-evangelico.htm, Convites de França e decepção com Doria: como PSB duplicou bancada na Alesp 
87,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/29/criticas-a-lider-do-psb-impeachment-tabajara-e-futebol-barbosa-no-twitter.htm,Governo de São Paulo
88,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911364&t=marina-fara-bem-a-sociedade-se-pt-e-psdb-tirarem-periodo-sabatico, DEM adia decisão sobre alianças em São Paulo para medir rejeição a Doria 
89,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/27/afif-cre-que-lava-jato-pode-atingir-alckmin-e-outros-presidenciaveis.htm,Folha.com - Brasil
90,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/27/ciro-diz-que-se-for-eleito-vai-trabalhar-para-destruir-o-mdb.htm," Para evitar fuga de apoiadores, aliados divulgam ideias de Joaquim Barbosa "
91,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/27/marina-chama-dilma-e-aecio-de-fraudes-e-sugere-periodo-sabatico-a-siglas.htm,Folha.com - Brasil
92,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/27/procuradoria-eleitoral-envia-inquerito-de-alckmin-para-1-instancia.htm," Com avaliação negativa, Congresso mantém aposta em políticos tradicionais "
93,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/27/barbosa-e-competitivo-mas-nao-sinto-temor-nenhum-diz-ciro-em-sp.htm,Folha.com - Brasil
94,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/27/seria-indelicadeza-com-meirelles-discutir-agora-chapa-com-mdb-diz-alckmin.htm, TSE começa a cadastrar empresas para realizar vaquinhas virtuais 
95,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/27/ciro-diz-quer-um-vice-do-sudeste-e-confirma-convite-a-nome-cotado-pelo-pt.htm,Estadão Conteúdo - Política
96,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911269&t=alckmin-nao-vislumbra-nova-disputa-contra-lula-nas-eleicoes-deste-ano," Solução para problema fiscal do país é o crescimento econômico, diz economista do PT "
97,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/27/a-sindicalistas-alckmin-diz-ser-contra-privatizacao-de-caixa-e-bb.htm,Estadão Conteúdo - Política
98,http://congressoemfoco.uol.com.br/noticias/ciro-convida-para-vice-empresario-que-era-cotado-pelo-pt-para-compor-chapa-de-lula/," 'O estatismo não levou a lugar nenhum. O modelo fracassou', diz bispo "
99,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/27/alckmin-afirma-que-nao-teve-contato-com-presidente-temer.htm,Estadão Conteúdo - Política
100,http://painel.blogfolha.uol.com.br/?p=22240," Haddad vê Barbosa candidato, e Ciro tem dúvidas; ministro busca apoio no PSB "
101,http://painel.blogfolha.uol.com.br/?p=22239,Folha.com - Brasil
102,http://congressoemfoco.uol.com.br/noticias/romario-nega-ter-tentado-nova-eleicao-no-meio-do-mandato-para-beneficiar-suplente-fake-news/," Com Pimentel ameaçado de impeachment, Dilma rechaça concorrer ao governo "
103,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/26/bolsonaro-mira-em-evangelicos-em-agenda-politica.htm,Folha.com - Brasil
104,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/26/pre-candidato-temer-comeca-a-intensificar-viagens-para-defender-governo.htm," Romário nega ter tentado nova eleição no meio do mandato para beneficiar suplente: ""Fake news"" "
105,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/26/pimentel-diz-ver-com-estranheza-pedido-de-impeachment-contra-ele.htm,Congresso em Foco
106,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/26/pt-cita-golpe-e-nao-cre-em-impeachment-contra-pimentel-oposicao-se-diz-serena.htm, Bolsonaro mira em evangélicos em agenda política 
107,http://congressoemfoco.uol.com.br/opiniao/colunistas/a-liberdade-de-lula-no-%e2%80%9csim%e2%80%9d-de-haddad/,Estadão Conteúdo - Política
108,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/26/assembleia-de-mg-autoriza-abertura-de-processo-de-impeachment-contra-pimentel.htm," Pré-candidato, Temer começa a intensificar viagens para defender governo "
109,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000911142&t=ciro-gomes-voce-acha-que-um-marginal-como-cunha-me-derrubaria,do UOL
110,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/26/voce-acha-que-um-marginal-como-cunha-me-derrubaria-pergunta-ciro.htm," Pimentel diz ver com ""estranheza"" pedido de impeachment contra ele "
111,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/26/psb-na-camara-exalta-joaquim-barbosa-e-diz-torcer-por-candidatura.htm,UOL Notícias - Política
112,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/26/apos-decisao-do-stf-moro-diz-que-ha-outras-provas-alem-das-delacoes-em-acoes-contra-lula.htm," PT cita ""golpe"" e não crê em impeachment contra Pimentel; oposição se diz ""serena"" "
113,http://congressoemfoco.uol.com.br/noticias/joaquim-barbosa-diz-ser-contra-posicoes-ultraliberais-e-solucoes-livrescas/,UOL Notícias - Política
114,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/26/tse-aprova-mudanca-de-nome-do-pen-para-patriota.htm," A liberdade de Lula no ""sim"" de Haddad "
115,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/26/joaquim-barbosa-diz-ser-contra-posicoes-ultraliberais.htm,Congresso em Foco
116,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/26/temer-e-psdb-negociam-chapa-alckmin-meirelles-para-unificar-centro.htm, Assembleia de MG autoriza abertura de processo de impeachment contra Pimentel 
117,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/26/fhc-diz-na-tv-que-escandalo-de-aecio-pode-abalar-campanha-de-alckmin.htm,UOL Notícias - Cotidiano
118,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/bbc/2018/04/26/todos-os-servicos-publicosdeveriam-ser-privatizados-diz-joao-amoedo.htm, Ciro Gomes: você acha que um marginal como Cunha me derrubaria? 
119,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/bbc/2018/04/26/nao-e-possivel-governar-para-todos-mercado-que-tome-rivotril-diz-boulos.htm,Band
120,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/26/sem-paes-e-devastado-pela-lava-jato-mdb-rj-apostara-em-candidatura-nanica.htm," Você acha que um marginal como Cunha me derrubaria?, pergunta Ciro Gomes "
121,https://www3.uol.com.br/uolmais/2018/04/26/picciani-diz-que-indecisao-de-paes-sobre-candidatura-o-levou-a-sair-do-mdb.htm,Estadão Conteúdo - Política
122,https://www1.folha.uol.com.br/poder/2018/04/em-campanha-doria-conta-com-pm-que-o-auxiliava-na-prefeitura.shtml, PSB na Câmara exalta Joaquim Barbosa e diz torcer por candidatura 
123,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/25/tre-sp-recebe-inquerito-contra-geraldo-alckmin.htm,do UOL
124,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/meirelles-diz-que-nao-e-politico-tradicional-e-que-representa-renovacao.htm," Após decisão do STF, Moro diz que há ""outras provas"" além das delações em ações contra Lula "
125,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/lider-de-pesquisa-ibope-para-senadores-datena-empolga-dem.htm,UOL Notícias - Política
126,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/alckmin-acredito-no-julgamento-popular-e-nao-duvido-que-vamos-crescer.htm," Joaquim Barbosa diz ser contra ""posições ultraliberais"" e ""soluções livrescas"" "
127,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/25/decisao-do-stf-abre-brecha-para-lula-anular-condenacao-afirmam-especialistas.htm,Congresso em Foco
128,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/25/defesa-pede-que-moro-envie-de-imediato-acoes-contra-lula-para-sao-paulo.htm, TSE aprova mudança de nome do PEN para Patriota 
129,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/25/mpf-diz-que-decisao-de-stf-causara-lamentavel-tumulto-e-que-nao-invalida-depoimentos-de-delatores.htm,do UOL
130,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/25/pgr-avalia-recorrer-da-decisao-que-tirou-de-moro-mencoes-da-odebrecht-a-lula.htm, PGR avalia recorrer da decisão que tirou de Moro menções da Odebrecht a Lula 
131,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/o-foco-e-chegar-ao-segundo-turno-diz-meirelles.htm,Estadão Conteúdo - Política
132,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/25/apos-tse-barrar-romario-diz-que-nunca-pensou-em-reeleicao-no-meio-do-mandato.htm," O foco é chegar ao segundo turno, diz Meirelles "
133,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/apos-ibope-tasso-jereissati-diz-que-alckmin-precisa-arrumar-palanque-em-sp.htm,Estadão Conteúdo - Política
134,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/25/a-lei-e-para-todos-diz-alckmin.htm," Após TSE barrar, Romário diz que nunca pensou em reeleição no meio do mandato "
135,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/25/com-mdb-indeciso-meirelles-confirma-presenca-como-pre-candidato-em-evento.htm,UOL Notícias - Política
136,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910884&t=skaf-temer-me-estimulou-a-ser-candidato," Após Ibope, Tasso Jereissati diz que Alckmin precisa arrumar palanque em SP "
137,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/sem-lula-bolsonaro-e-alckmin-estao-empatados-em-sp-aponta-ibope.htm,Estadão Conteúdo - Política
138,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/25/imagem-de-barbosa-melhora-em-relacao-a-marco-aponta-ipsos.htm," A Justiça é para todos, diz Alckmin sobre situação de Eduardo Azeredo "
139,http://congressoemfoco.uol.com.br/noticias/defensor-da-lava-jato-flavio-rocha-doou-para-politicos-investigados-na-lava-jato/,UOL Notícias - Política
140,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/25/lula-tem-regime-igual-ao-de-outros-presos-da-lava-jato-no-pr.htm," Com MDB indeciso, Meirelles confirma presença como pré-candidato em evento "
141,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910863&t=ciro-gomes-nega-chapa-com-haddad-e-preciso-respeitar-o-tempo-do-pt,do UOL
